alarm_id,incident_description,network_region,technology_type,severity,outage_duration,device_vendor,resolution_notes,timestamp,service_impact
A100040,5G users unable to establish data sessions,Kochi,Core Network,High,19,Juniper,Restarted packet gateway and validated connectivity,2025-01-01 10:00:00,3786 users affected
A100041,DNS resolution issues impacting services,Mumbai,5G,Low,135,Juniper,Updated DNS configuration and cache,2025-01-01 10:15:00,5750 users affected
A100042,Increased call drops after configuration update,Chennai,IMS,High,65,Nokia,Rolled back configuration and monitored KPIs,2025-01-01 10:30:00,26961 users affected
A100043,Intermittent voice service degradation,Kolkata,IMS,High,163,Juniper,Adjusted radio and QoS parameters,2025-01-01 10:45:00,5872 users affected
A100044,DNS resolution issues impacting services,Pune,4G,Medium,71,Huawei,Updated DNS configuration and cache,2025-01-01 11:00:00,13886 users affected
A100045,Core authentication service failures,Ahmedabad,Fiber,Low,170,Ericsson,Restarted authentication cluster,2025-01-01 11:15:00,20160 users affected
A100046,5G users unable to establish data sessions,Chennai,IMS,Medium,149,Nokia,Restarted packet gateway and validated connectivity,2025-01-01 11:30:00,7052 users affected
A100047,DNS resolution issues impacting services,Hyderabad,Fiber,Medium,94,Huawei,Updated DNS configuration and cache,2025-01-01 11:45:00,5008 users affected
A100048,Fiber latency spike between backbone nodes,Delhi,IMS,Medium,144,Juniper,Re-routed traffic through alternate path,2025-01-01 12:00:00,46607 users affected
A100049,5G users unable to establish data sessions,Chennai,4G,High,146,Huawei,Restarted packet gateway and validated connectivity,2025-01-01 12:15:00,20120 users affected
A100050,Increased call drops after configuration update,Mumbai,Fiber,Critical,195,Huawei,Rolled back configuration and monitored KPIs,2025-01-01 12:30:00,36756 users affected
A100051,Intermittent voice service degradation,Delhi,IMS,Medium,92,Cisco,Adjusted radio and QoS parameters,2025-01-01 12:45:00,13842 users affected
A100052,Packet gateway overload during peak traffic,Chennai,Core Network,Critical,221,Huawei,Added capacity and balanced traffic,2025-01-01 13:00:00,3829 users affected
A100053,5G users unable to establish data sessions,Delhi,4G,Low,202,Cisco,Restarted packet gateway and validated connectivity,2025-01-01 13:15:00,9073 users affected
A100054,DNS resolution issues impacting services,Chennai,5G,High,148,Nokia,Updated DNS configuration and cache,2025-01-01 13:30:00,1133 users affected
A100055,DNS resolution issues impacting services,Jaipur,4G,Low,99,Cisco,Updated DNS configuration and cache,2025-01-01 13:45:00,38675 users affected
A100056,Fiber latency spike between backbone nodes,Pune,4G,Low,98,Nokia,Re-routed traffic through alternate path,2025-01-01 14:00:00,3114 users affected
A100057,Increased call drops after configuration update,Kochi,4G,Medium,148,Nokia,Rolled back configuration and monitored KPIs,2025-01-01 14:15:00,27132 users affected
A100058,Fiber latency spike between backbone nodes,Kolkata,5G,Critical,212,Nokia,Re-routed traffic through alternate path,2025-01-01 14:30:00,12103 users affected
A100059,Radio link failures across sectors,Hyderabad,Fiber,High,110,Nokia,Replaced faulty radio module,2025-01-01 14:45:00,44403 users affected
A100060,Increased call drops after configuration update,Hyderabad,4G,Medium,14,Cisco,Rolled back configuration and monitored KPIs,2025-01-01 15:00:00,31347 users affected
A100061,Radio link failures across sectors,Hyderabad,5G,Medium,208,Nokia,Replaced faulty radio module,2025-01-01 15:15:00,15415 users affected
A100062,Core authentication service failures,Delhi,Fiber,Medium,226,Juniper,Restarted authentication cluster,2025-01-01 15:30:00,5049 users affected
A100063,Core authentication service failures,Pune,5G,High,220,Ericsson,Restarted authentication cluster,2025-01-01 15:45:00,35641 users affected
A100064,Packet gateway overload during peak traffic,Chennai,IMS,Low,72,Cisco,Added capacity and balanced traffic,2025-01-01 16:00:00,3007 users affected
A100065,Radio link failures across sectors,Kochi,IMS,High,85,Ericsson,Replaced faulty radio module,2025-01-01 16:15:00,29099 users affected
A100066,Core authentication service failures,Bangalore,Core Network,Critical,53,Ericsson,Restarted authentication cluster,2025-01-01 16:30:00,17193 users affected
A100067,DNS resolution issues impacting services,Hyderabad,Fiber,Critical,142,Cisco,Updated DNS configuration and cache,2025-01-01 16:45:00,45513 users affected
A100068,Increased call drops after configuration update,Kochi,Fiber,Critical,240,Ericsson,Rolled back configuration and monitored KPIs,2025-01-01 17:00:00,22139 users affected
A100069,Packet gateway overload during peak traffic,Pune,Core Network,Medium,175,Huawei,Added capacity and balanced traffic,2025-01-01 17:15:00,27264 users affected
A100070,DNS resolution issues impacting services,Kolkata,4G,Low,112,Juniper,Updated DNS configuration and cache,2025-01-01 17:30:00,44076 users affected
A100071,Intermittent voice service degradation,Delhi,Fiber,Medium,145,Nokia,Adjusted radio and QoS parameters,2025-01-01 17:45:00,526 users affected
A100072,Core authentication service failures,Pune,Core Network,High,160,Cisco,Restarted authentication cluster,2025-01-01 18:00:00,43406 users affected
A100073,Backhaul congestion detected,Mumbai,5G,High,135,Huawei,Applied traffic engineering optimization,2025-01-01 18:15:00,31510 users affected
A100074,DNS resolution issues impacting services,Chennai,4G,High,163,Huawei,Updated DNS configuration and cache,2025-01-01 18:30:00,22466 users affected
A100075,Multiple BTS synchronization failures,Bangalore,4G,High,42,Cisco,Reconfigured timing source and synchronization settings,2025-01-01 18:45:00,2100 users affected
A100076,Intermittent voice service degradation,Kolkata,IMS,High,23,Nokia,Adjusted radio and QoS parameters,2025-01-01 19:00:00,30346 users affected
A100077,Core authentication service failures,Bangalore,5G,Medium,67,Cisco,Restarted authentication cluster,2025-01-01 19:15:00,10171 users affected
A100078,Multiple BTS synchronization failures,Ahmedabad,5G,Low,183,Juniper,Reconfigured timing source and synchronization settings,2025-01-01 19:30:00,34444 users affected
A100079,Multiple BTS synchronization failures,Mumbai,Core Network,Critical,36,Juniper,Reconfigured timing source and synchronization settings,2025-01-01 19:45:00,30414 users affected
A100080,DNS resolution issues impacting services,Kochi,IMS,High,198,Cisco,Updated DNS configuration and cache,2025-01-01 20:00:00,29504 users affected
A100081,DNS resolution issues impacting services,Ahmedabad,Core Network,Medium,45,Huawei,Updated DNS configuration and cache,2025-01-01 20:15:00,49236 users affected
A100082,Multiple BTS synchronization failures,Ahmedabad,4G,High,75,Huawei,Reconfigured timing source and synchronization settings,2025-01-01 20:30:00,34663 users affected
A100083,Backhaul congestion detected,Delhi,Fiber,Low,78,Huawei,Applied traffic engineering optimization,2025-01-01 20:45:00,15867 users affected
A100084,DNS resolution issues impacting services,Kolkata,4G,Low,43,Nokia,Updated DNS configuration and cache,2025-01-01 21:00:00,15655 users affected
A100085,Increased call drops after configuration update,Ahmedabad,Core Network,Medium,89,Ericsson,Rolled back configuration and monitored KPIs,2025-01-01 21:15:00,36060 users affected
A100086,Multiple BTS synchronization failures,Bangalore,IMS,High,104,Cisco,Reconfigured timing source and synchronization settings,2025-01-01 21:30:00,38778 users affected
A100087,Backhaul congestion detected,Kolkata,Core Network,Low,95,Juniper,Applied traffic engineering optimization,2025-01-01 21:45:00,20069 users affected
A100088,DNS resolution issues impacting services,Ahmedabad,4G,High,234,Huawei,Updated DNS configuration and cache,2025-01-01 22:00:00,14953 users affected
A100089,Core authentication service failures,Kolkata,4G,Medium,104,Cisco,Restarted authentication cluster,2025-01-01 22:15:00,22528 users affected
A100090,Fiber latency spike between backbone nodes,Kolkata,IMS,Critical,141,Juniper,Re-routed traffic through alternate path,2025-01-01 22:30:00,2267 users affected
A100091,5G users unable to establish data sessions,Ahmedabad,4G,Low,114,Ericsson,Restarted packet gateway and validated connectivity,2025-01-01 22:45:00,9393 users affected
A100092,Packet gateway overload during peak traffic,Pune,Fiber,Medium,59,Cisco,Added capacity and balanced traffic,2025-01-01 23:00:00,30299 users affected
A100093,Packet gateway overload during peak traffic,Delhi,5G,High,217,Cisco,Added capacity and balanced traffic,2025-01-01 23:15:00,28127 users affected
A100094,5G users unable to establish data sessions,Hyderabad,5G,High,18,Ericsson,Restarted packet gateway and validated connectivity,2025-01-01 23:30:00,23435 users affected
A100095,5G users unable to establish data sessions,Kochi,4G,Critical,56,Nokia,Restarted packet gateway and validated connectivity,2025-01-01 23:45:00,1835 users affected
A100096,Fiber latency spike between backbone nodes,Hyderabad,Core Network,Medium,34,Huawei,Re-routed traffic through alternate path,2025-01-02 00:00:00,37460 users affected
A100097,Radio link failures across sectors,Chennai,4G,Low,160,Huawei,Replaced faulty radio module,2025-01-02 00:15:00,49516 users affected
A100098,Increased call drops after configuration update,Kolkata,Core Network,High,84,Nokia,Rolled back configuration and monitored KPIs,2025-01-02 00:30:00,38235 users affected
A100099,Increased call drops after configuration update,Hyderabad,5G,High,217,Huawei,Rolled back configuration and monitored KPIs,2025-01-02 00:45:00,41606 users affected
A100100,Intermittent voice service degradation,Bangalore,Fiber,High,208,Juniper,Adjusted radio and QoS parameters,2025-01-02 01:00:00,37588 users affected
A100101,Core authentication service failures,Pune,5G,High,22,Cisco,Restarted authentication cluster,2025-01-02 01:15:00,33658 users affected
A100102,Backhaul congestion detected,Ahmedabad,4G,Low,97,Cisco,Applied traffic engineering optimization,2025-01-02 01:30:00,42153 users affected
A100103,Fiber latency spike between backbone nodes,Kochi,IMS,High,171,Cisco,Re-routed traffic through alternate path,2025-01-02 01:45:00,18200 users affected
A100104,Backhaul congestion detected,Delhi,Fiber,Medium,192,Nokia,Applied traffic engineering optimization,2025-01-02 02:00:00,39328 users affected
A100105,Increased call drops after configuration update,Ahmedabad,IMS,Medium,120,Juniper,Rolled back configuration and monitored KPIs,2025-01-02 02:15:00,16481 users affected
A100106,Core authentication service failures,Mumbai,Core Network,Medium,131,Nokia,Restarted authentication cluster,2025-01-02 02:30:00,21800 users affected
A100107,Radio link failures across sectors,Kochi,Fiber,High,92,Juniper,Replaced faulty radio module,2025-01-02 02:45:00,18827 users affected
A100108,5G users unable to establish data sessions,Hyderabad,Core Network,Medium,53,Cisco,Restarted packet gateway and validated connectivity,2025-01-02 03:00:00,6110 users affected
A100109,DNS resolution issues impacting services,Ahmedabad,Core Network,High,181,Ericsson,Updated DNS configuration and cache,2025-01-02 03:15:00,31701 users affected
A100110,Increased call drops after configuration update,Hyderabad,Fiber,Medium,108,Juniper,Rolled back configuration and monitored KPIs,2025-01-02 03:30:00,45836 users affected
A100111,Radio link failures across sectors,Kolkata,IMS,Medium,140,Huawei,Replaced faulty radio module,2025-01-02 03:45:00,23028 users affected
A100112,Radio link failures across sectors,Delhi,4G,High,74,Ericsson,Replaced faulty radio module,2025-01-02 04:00:00,20594 users affected
A100113,Multiple BTS synchronization failures,Mumbai,4G,Medium,195,Nokia,Reconfigured timing source and synchronization settings,2025-01-02 04:15:00,35618 users affected
A100114,Backhaul congestion detected,Kochi,Fiber,Medium,155,Ericsson,Applied traffic engineering optimization,2025-01-02 04:30:00,34882 users affected
A100115,Multiple BTS synchronization failures,Delhi,5G,Medium,97,Juniper,Reconfigured timing source and synchronization settings,2025-01-02 04:45:00,12259 users affected
A100116,Fiber latency spike between backbone nodes,Delhi,4G,Medium,18,Cisco,Re-routed traffic through alternate path,2025-01-02 05:00:00,36764 users affected
A100117,Increased call drops after configuration update,Ahmedabad,Core Network,Critical,151,Cisco,Rolled back configuration and monitored KPIs,2025-01-02 05:15:00,19134 users affected
A100118,Radio link failures across sectors,Ahmedabad,5G,Low,18,Ericsson,Replaced faulty radio module,2025-01-02 05:30:00,17046 users affected
A100119,Core authentication service failures,Bangalore,4G,Medium,152,Nokia,Restarted authentication cluster,2025-01-02 05:45:00,41751 users affected
A100120,Intermittent voice service degradation,Chennai,IMS,Critical,26,Cisco,Adjusted radio and QoS parameters,2025-01-02 06:00:00,16765 users affected
A100121,Intermittent voice service degradation,Jaipur,Core Network,High,163,Cisco,Adjusted radio and QoS parameters,2025-01-02 06:15:00,15290 users affected
A100122,Backhaul congestion detected,Delhi,IMS,Medium,155,Juniper,Applied traffic engineering optimization,2025-01-02 06:30:00,28603 users affected
A100123,5G users unable to establish data sessions,Hyderabad,4G,High,194,Huawei,Restarted packet gateway and validated connectivity,2025-01-02 06:45:00,7003 users affected
A100124,Increased call drops after configuration update,Chennai,4G,Low,49,Ericsson,Rolled back configuration and monitored KPIs,2025-01-02 07:00:00,36675 users affected
A100125,Core authentication service failures,Delhi,5G,Medium,157,Nokia,Restarted authentication cluster,2025-01-02 07:15:00,31296 users affected
A100126,Packet gateway overload during peak traffic,Chennai,4G,High,184,Huawei,Added capacity and balanced traffic,2025-01-02 07:30:00,30255 users affected
A100127,Intermittent voice service degradation,Chennai,IMS,High,55,Nokia,Adjusted radio and QoS parameters,2025-01-02 07:45:00,28361 users affected
A100128,Fiber latency spike between backbone nodes,Chennai,5G,Critical,216,Nokia,Re-routed traffic through alternate path,2025-01-02 08:00:00,9821 users affected
A100129,Packet gateway overload during peak traffic,Delhi,Core Network,High,216,Ericsson,Added capacity and balanced traffic,2025-01-02 08:15:00,37803 users affected
A100130,Backhaul congestion detected,Delhi,IMS,High,184,Juniper,Applied traffic engineering optimization,2025-01-02 08:30:00,26878 users affected
A100131,Backhaul congestion detected,Kolkata,Fiber,Medium,158,Juniper,Applied traffic engineering optimization,2025-01-02 08:45:00,3112 users affected
A100132,Packet gateway overload during peak traffic,Kochi,IMS,Low,63,Ericsson,Added capacity and balanced traffic,2025-01-02 09:00:00,44690 users affected
A100133,Packet gateway overload during peak traffic,Ahmedabad,IMS,High,200,Cisco,Added capacity and balanced traffic,2025-01-02 09:15:00,11981 users affected
A100134,Packet gateway overload during peak traffic,Ahmedabad,5G,Low,154,Cisco,Added capacity and balanced traffic,2025-01-02 09:30:00,29066 users affected
A100135,Radio link failures across sectors,Chennai,4G,Medium,87,Huawei,Replaced faulty radio module,2025-01-02 09:45:00,44417 users affected
A100136,Core authentication service failures,Kolkata,IMS,High,78,Ericsson,Restarted authentication cluster,2025-01-02 10:00:00,43923 users affected
A100137,Backhaul congestion detected,Chennai,Core Network,Low,69,Juniper,Applied traffic engineering optimization,2025-01-02 10:15:00,21686 users affected
A100138,5G users unable to establish data sessions,Kolkata,5G,High,143,Nokia,Restarted packet gateway and validated connectivity,2025-01-02 10:30:00,30776 users affected
A100139,DNS resolution issues impacting services,Ahmedabad,5G,Medium,198,Nokia,Updated DNS configuration and cache,2025-01-02 10:45:00,33169 users affected
A100140,Packet gateway overload during peak traffic,Ahmedabad,5G,Medium,78,Ericsson,Added capacity and balanced traffic,2025-01-02 11:00:00,29212 users affected
A100141,Intermittent voice service degradation,Delhi,IMS,High,186,Ericsson,Adjusted radio and QoS parameters,2025-01-02 11:15:00,10879 users affected
A100142,DNS resolution issues impacting services,Ahmedabad,5G,Medium,62,Nokia,Updated DNS configuration and cache,2025-01-02 11:30:00,7935 users affected
A100143,Backhaul congestion detected,Delhi,Core Network,Critical,79,Cisco,Applied traffic engineering optimization,2025-01-02 11:45:00,33849 users affected
A100144,Backhaul congestion detected,Kolkata,4G,Medium,146,Juniper,Applied traffic engineering optimization,2025-01-02 12:00:00,9979 users affected
A100145,DNS resolution issues impacting services,Delhi,Core Network,High,39,Huawei,Updated DNS configuration and cache,2025-01-02 12:15:00,5075 users affected
A100146,DNS resolution issues impacting services,Delhi,IMS,Medium,5,Juniper,Updated DNS configuration and cache,2025-01-02 12:30:00,19036 users affected
A100147,Backhaul congestion detected,Ahmedabad,Fiber,Critical,119,Huawei,Applied traffic engineering optimization,2025-01-02 12:45:00,35796 users affected
A100148,DNS resolution issues impacting services,Pune,4G,High,101,Nokia,Updated DNS configuration and cache,2025-01-02 13:00:00,30341 users affected
A100149,Intermittent voice service degradation,Bangalore,Fiber,Medium,224,Cisco,Adjusted radio and QoS parameters,2025-01-02 13:15:00,27420 users affected
A100150,Core authentication service failures,Mumbai,Core Network,Medium,174,Ericsson,Restarted authentication cluster,2025-01-02 13:30:00,43230 users affected
A100151,Fiber latency spike between backbone nodes,Chennai,Core Network,Medium,156,Ericsson,Re-routed traffic through alternate path,2025-01-02 13:45:00,22257 users affected
A100152,DNS resolution issues impacting services,Mumbai,Core Network,Critical,8,Nokia,Updated DNS configuration and cache,2025-01-02 14:00:00,47846 users affected
A100153,Increased call drops after configuration update,Kochi,Core Network,Medium,72,Ericsson,Rolled back configuration and monitored KPIs,2025-01-02 14:15:00,22687 users affected
A100154,Radio link failures across sectors,Kolkata,Fiber,Critical,224,Cisco,Replaced faulty radio module,2025-01-02 14:30:00,35471 users affected
A100155,DNS resolution issues impacting services,Delhi,4G,Low,22,Ericsson,Updated DNS configuration and cache,2025-01-02 14:45:00,15885 users affected
A100156,Core authentication service failures,Chennai,Core Network,Critical,199,Nokia,Restarted authentication cluster,2025-01-02 15:00:00,42033 users affected
A100157,Packet gateway overload during peak traffic,Bangalore,Fiber,Critical,16,Huawei,Added capacity and balanced traffic,2025-01-02 15:15:00,21758 users affected
A100158,Radio link failures across sectors,Kolkata,IMS,Medium,67,Nokia,Replaced faulty radio module,2025-01-02 15:30:00,35310 users affected
A100159,Fiber latency spike between backbone nodes,Kochi,4G,Low,161,Cisco,Re-routed traffic through alternate path,2025-01-02 15:45:00,25570 users affected
A100160,Intermittent voice service degradation,Delhi,Core Network,Low,123,Huawei,Adjusted radio and QoS parameters,2025-01-02 16:00:00,42305 users affected
A100161,5G users unable to establish data sessions,Jaipur,4G,Critical,124,Ericsson,Restarted packet gateway and validated connectivity,2025-01-02 16:15:00,19350 users affected
A100162,Backhaul congestion detected,Kolkata,Fiber,Critical,155,Cisco,Applied traffic engineering optimization,2025-01-02 16:30:00,20105 users affected
A100163,Packet gateway overload during peak traffic,Chennai,4G,Low,103,Cisco,Added capacity and balanced traffic,2025-01-02 16:45:00,32167 users affected
A100164,Intermittent voice service degradation,Delhi,5G,Medium,80,Cisco,Adjusted radio and QoS parameters,2025-01-02 17:00:00,46327 users affected
A100165,Packet gateway overload during peak traffic,Bangalore,IMS,Low,226,Cisco,Added capacity and balanced traffic,2025-01-02 17:15:00,45444 users affected
A100166,Packet gateway overload during peak traffic,Pune,4G,High,63,Nokia,Added capacity and balanced traffic,2025-01-02 17:30:00,40284 users affected
A100167,Intermittent voice service degradation,Mumbai,5G,Medium,198,Ericsson,Adjusted radio and QoS parameters,2025-01-02 17:45:00,47746 users affected
A100168,Packet gateway overload during peak traffic,Pune,4G,High,13,Ericsson,Added capacity and balanced traffic,2025-01-02 18:00:00,38482 users affected
A100169,Packet gateway overload during peak traffic,Hyderabad,4G,Medium,111,Juniper,Added capacity and balanced traffic,2025-01-02 18:15:00,12010 users affected
A100170,Radio link failures across sectors,Mumbai,Fiber,Medium,238,Cisco,Replaced faulty radio module,2025-01-02 18:30:00,18360 users affected
A100171,Packet gateway overload during peak traffic,Ahmedabad,5G,High,91,Nokia,Added capacity and balanced traffic,2025-01-02 18:45:00,8047 users affected
A100172,Multiple BTS synchronization failures,Kolkata,IMS,Critical,190,Huawei,Reconfigured timing source and synchronization settings,2025-01-02 19:00:00,44697 users affected
A100173,Increased call drops after configuration update,Jaipur,5G,High,8,Cisco,Rolled back configuration and monitored KPIs,2025-01-02 19:15:00,17831 users affected
A100174,Radio link failures across sectors,Kochi,Core Network,High,177,Huawei,Replaced faulty radio module,2025-01-02 19:30:00,17681 users affected
A100175,Increased call drops after configuration update,Kochi,IMS,High,125,Huawei,Rolled back configuration and monitored KPIs,2025-01-02 19:45:00,2140 users affected
A100176,Intermittent voice service degradation,Ahmedabad,Fiber,Medium,21,Cisco,Adjusted radio and QoS parameters,2025-01-02 20:00:00,42141 users affected
A100177,Increased call drops after configuration update,Ahmedabad,5G,Low,14,Ericsson,Rolled back configuration and monitored KPIs,2025-01-02 20:15:00,20446 users affected
A100178,Multiple BTS synchronization failures,Ahmedabad,Fiber,Critical,39,Juniper,Reconfigured timing source and synchronization settings,2025-01-02 20:30:00,25970 users affected
A100179,Core authentication service failures,Kolkata,5G,High,191,Cisco,Restarted authentication cluster,2025-01-02 20:45:00,10626 users affected
A100180,Intermittent voice service degradation,Pune,4G,Medium,76,Cisco,Adjusted radio and QoS parameters,2025-01-02 21:00:00,2644 users affected
A100181,Backhaul congestion detected,Chennai,Fiber,Critical,223,Juniper,Applied traffic engineering optimization,2025-01-02 21:15:00,24268 users affected
A100182,Radio link failures across sectors,Chennai,Core Network,Low,75,Ericsson,Replaced faulty radio module,2025-01-02 21:30:00,12939 users affected
A100183,Multiple BTS synchronization failures,Bangalore,Fiber,High,157,Nokia,Reconfigured timing source and synchronization settings,2025-01-02 21:45:00,1899 users affected
A100184,Fiber latency spike between backbone nodes,Jaipur,4G,High,57,Juniper,Re-routed traffic through alternate path,2025-01-02 22:00:00,4996 users affected
A100185,Multiple BTS synchronization failures,Mumbai,IMS,High,64,Ericsson,Reconfigured timing source and synchronization settings,2025-01-02 22:15:00,22032 users affected
A100186,Packet gateway overload during peak traffic,Jaipur,Fiber,Critical,42,Nokia,Added capacity and balanced traffic,2025-01-02 22:30:00,9019 users affected
A100187,Increased call drops after configuration update,Bangalore,Fiber,High,11,Nokia,Rolled back configuration and monitored KPIs,2025-01-02 22:45:00,9137 users affected
A100188,Intermittent voice service degradation,Bangalore,4G,Medium,49,Cisco,Adjusted radio and QoS parameters,2025-01-02 23:00:00,17891 users affected
A100189,DNS resolution issues impacting services,Ahmedabad,Fiber,Low,21,Juniper,Updated DNS configuration and cache,2025-01-02 23:15:00,31711 users affected
A100190,Intermittent voice service degradation,Kochi,5G,Low,133,Juniper,Adjusted radio and QoS parameters,2025-01-02 23:30:00,15019 users affected
A100191,Packet gateway overload during peak traffic,Ahmedabad,Core Network,Medium,12,Cisco,Added capacity and balanced traffic,2025-01-02 23:45:00,4486 users affected
A100192,Increased call drops after configuration update,Chennai,5G,Medium,237,Huawei,Rolled back configuration and monitored KPIs,2025-01-03 00:00:00,29569 users affected
A100193,Intermittent voice service degradation,Kochi,IMS,Low,37,Juniper,Adjusted radio and QoS parameters,2025-01-03 00:15:00,18523 users affected
A100194,Radio link failures across sectors,Delhi,Core Network,Medium,157,Juniper,Replaced faulty radio module,2025-01-03 00:30:00,35270 users affected
A100195,Intermittent voice service degradation,Chennai,IMS,Medium,208,Nokia,Adjusted radio and QoS parameters,2025-01-03 00:45:00,46491 users affected
